Mean,Median,Variance,Standard Deviation,Skewness,Prewitt X,Prewitt Y,Sobel X,Sobel Y,Canny Edge,label
130.11100260416666,142,3198.838481373179,56.558275091918944,-0.6306237615898603,19.712022569444443,4.688693576388889,4902.0,-17.333333333333332,19.921875,1
96.828125,108,793.087646484375,28.161811846619084,-1.1901089739019635,15.912217881944445,4.041232638888889,4190.0,-88.55360243055556,19.949544270833332,1
95.12087673611111,108,1930.2121683286032,43.93417995511699,-0.8794376003179862,9.323893229166666,10.490776909722221,5023.0,26.10112847222222,13.61328125,1
147.22732204861111,167,3967.940403679341,62.99158994405,-0.9416818008063259,21.234266493055557,5.453993055555555,3523.0,-121.78548177083333,32.6220703125,1
103.98871527777777,92,4033.3896295993814,63.508972827462586,0.5663159744536258,24.0205078125,7.8525390625,4243.0,-113.2236328125,35.2783203125,1
176.75162760416666,194,1899.2834717432104,43.580769517566004,-1.1873383090824783,12.650824652777779,9.751410590277779,6715.0,-0.8151041666666666,22.218424479166668,1
126.3310546875,138,1868.1951988008286,43.22262369177545,-0.8099192725350732,8.536566840277779,4.681640625,4101.0,208.61100260416666,20.226236979166668,1
133.48871527777777,148,1271.4723118911343,35.65771041291258,-1.2208819260280368,9.521375868055555,7.380425347222222,4136.0,2.7650824652777777,23.767903645833332,1
137.49565972222223,136,1010.7406495647239,31.792147608564033,0.14113482429409713,12.641167534722221,5.082682291666667,5640.0,8.13595920138889,15.439453125,1
152.26779513888889,161,1799.982539235886,42.42620109361532,-0.617463122034644,13.865342881944445,6.071506076388889,5272.0,159.63595920138889,17.403971354166668,1
163.91786024305554,186,2218.48142580338,47.10075822960157,-1.4064830750261526,9.893120659722221,6.498480902777778,5878.0,220.92263454861111,16.0205078125,1
97.60633680555556,84,1263.0848296365757,35.539904749964876,1.1485402311526176,15.341254340277779,7.409288194444445,3517.0,-5.354383680555555,24.9853515625,1
119.79069010416667,117,3954.255994055178,62.88287520506022,0.13313752409060184,23.235460069444443,13.88302951388889,5379.0,170.96755642361111,45.847981770833336,1
176.08246527777777,210,4694.8332602419505,68.51885331966633,-1.4850307504702736,20.61859809027778,11.85080295138889,6918.0,-15.180338541666666,17.874348958333332,1
139.74652777777777,146,2254.9084080825332,47.485875879913316,-0.3950736154495658,23.15082465277778,9.584635416666666,5258.0,16.968641493055557,38.072916666666664,1
163.90299479166666,186,2636.683081308842,51.348642448548155,-1.2909984074345155,13.362955729166666,10.77322048611111,5651.0,18.986979166666668,16.048177083333332,1
